name	sex	birthyear	height	weight	team	noc	games	year	season	city	sport	event	medal
Magorzata Sobieraj (-wienczek)	F	1983	176	70	Poland	POL	2008 Summer	2008	Summer	Beijing	Archery	Archery Women's Individual	NA
Magorzata Sobieraj (-wienczek)	F	1983	176	70	Poland	POL	2008 Summer	2008	Summer	Beijing	Archery	Archery Women's Team	NA
Rishod Rashidovich Sobirov	M	1987	168	66	Uzbekistan	UZB	2008 Summer	2008	Summer	Beijing	Judo	Judo Men's Extra-Lightweight	Bronze
Rafael Augusto Sbis do Nascimento	M	1985	173	71	Brazil	BRA	2008 Summer	2008	Summer	Beijing	Football	Football Men's Football	Bronze
Yevgeniya Viktorovna Soboleva-Khokhriakova	F	1989	180	75	Russia	RUS	2008 Summer	2008	Summer	Beijing	Water Polo	Water Polo Women's Water Polo	NA
Kathryn Michele "Kate" Sobrero-Markgraf	F	1977	170	61	United States	USA	2008 Summer	2008	Summer	Beijing	Football	Football Women's Football	Gold
Aleksandra Anna Socha (-Szelagowski)	F	1982	174	66	Poland	POL	2008 Summer	2008	Summer	Beijing	Fencing	Fencing Women's Sabre, Individual	NA
Aleksandra Anna Socha (-Szelagowski)	F	1982	174	66	Poland	POL	2008 Summer	2008	Summer	Beijing	Fencing	Fencing Women's Sabre, Team	NA
Anna Therese Sderberg	F	1973	177	83	Sweden	SWE	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's Discus Throw	NA
Robin Bo Carl Sderling	M	1985	193	81	Sweden	SWE	2008 Summer	2008	Summer	Beijing	Tennis	Tennis Men's Singles	NA
Robin Bo Carl Sderling	M	1985	193	81	Sweden-1	SWE	2008 Summer	2008	Summer	Beijing	Tennis	Tennis Men's Doubles	NA
Karin Johanna Sderstrm	F	1985	165	62	Sweden	SWE	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Women's One Person Dinghy	NA
Soe Min Thu	M	1989	170	55	Myanmar	MYA	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 5,000 metres	NA
Christiane Soeder (-Richter)	F	1975	173	59	Austria	AUT	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Women's Road Race, Individual	NA
Christiane Soeder (-Richter)	F	1975	173	59	Austria	AUT	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Women's Individual Time Trial	NA
Pavel Aslanbekovich Sofin	M	1982	200	120	Russia	RUS	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's Shot Put	NA
Mehdi Sohrabi	M	1982	170	69	Iran	IRI	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Road Race, Individual	NA
Hamed Sohrabnejad	M	1983	202	95	Iran	IRI	2008 Summer	2008	Summer	Beijing	Basketball	Basketball Men's Basketball	NA
Edwin Cheruiyot Soi	M	1986	168	53	Kenya	KEN	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 5,000 metres	Bronze
Vctor Manuel Sojo Jimnez	M	1984	170	64	Spain	ESP	2008 Summer	2008	Summer	Beijing	Hockey	Hockey Men's Hockey	Silver
Yaciey Veronica Sojo Pacheco	F	1987	171	73	Venezuela	VEN	2008 Summer	2008	Summer	Beijing	Softball	Softball Women's Softball	NA
Zaurbek Sokhiyev	M	1986	176	84	Uzbekistan	UZB	2008 Summer	2008	Summer	Beijing	Wrestling	Wrestling Men's Light-Heavyweight, Freestyle	NA
Aleksey Vladimirovich Sokolov	M	1980	178	60	Russia	RUS	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's Marathon	NA
Yelena Petrovna Sokolova	F	1991	182	67	Russia	RUS	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 800 metres Freestyle	NA
Yelena Petrovna Sokolova	F	1991	182	67	Russia	RUS	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 4 x 100 metres Freestyle Relay	NA
Lyubov Vladimirovna Sokolova-Shashkova (-Kl)	F	1978	190	74	Russia	RUS	2008 Summer	2008	Summer	Beijing	Volleyball	Volleyball Women's Volleyball	NA
Igors Sokolovs	M	1975	187	107	Latvia	LAT	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's Hammer Throw	NA
Irina Borisovna Sokolovskaya	F	1983	186	72	Russia	RUS	2008 Summer	2008	Summer	Beijing	Basketball	Basketball Women's Basketball	Bronze
Thomas Matthew "Tom" Solesbury	M	1981	199	97	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	Rowing	Rowing Men's Coxless Pairs	NA
Franck Robert Bernard Solforosi	M	1985	184	70	France	FRA	2008 Summer	2008	Summer	Beijing	Rowing	Rowing Men's Lightweight Coxless Fours	NA
Nina Solheim	F	1979	170	70	Norway	NOR	2008 Summer	2008	Summer	Beijing	Taekwondo	Taekwondo Women's Heavyweight	Silver
Leydi Yesenia Sols Arboleda	F	1990	168	69	Colombia	COL	2008 Summer	2008	Summer	Beijing	Weightlifting	Weightlifting Women's Light-Heavyweight	NA
Hope Amelia Solo (-Stevens)	F	1981	175	69	United States	USA	2008 Summer	2008	Summer	Beijing	Football	Football Women's Football	Gold
Despoina Solomou	F	1991	168	53	Greece	GRE	2008 Summer	2008	Summer	Beijing	Synchronized Swimming	Synchronized Swimming Women's Duet	NA
Jean de Dieu Soloniaina Razanadrakoto	M	1974	167	60	Madagascar	MAD	2008 Summer	2008	Summer	Beijing	Boxing	Boxing Men's Lightweight	NA
Chitra Kulaghummuriyil Soman	F	1983	172	58	India	IND	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 4 x 400 metres Relay	NA
Mika Someya	F	1983	166	65	Japan	JPN	2008 Summer	2008	Summer	Beijing	Softball	Softball Women's Softball	Gold
Son Hui-Jeong	F	1987	165	55	South Korea	KOR	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Women's Road Race, Individual	NA
Son Hye-Yong	F	1980	165	63	North Korea	PRK	2008 Summer	2008	Summer	Beijing	Archery	Archery Women's Individual	NA
Son Seong-Cheol	M	1987	170	63	South Korea	KOR	2008 Summer	2008	Summer	Beijing	Diving	Diving Men's Springboard	NA
Son Tae-Jin	M	1988	176	68	South Korea	KOR	2008 Summer	2008	Summer	Beijing	Taekwondo	Taekwondo Men's Featherweight	Gold
Song Aimin	F	1978	178	90	China	CHN	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's Discus Throw	NA
Alexandre Dimitri "Alex" Song Billong	M	1988	178	70	Cameroon	CMR	2008 Summer	2008	Summer	Beijing	Football	Football Men's Football	NA
Song Dan	F	1990	173	75	China	CHN	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's Javelin Throw	NA
Song Hai-Rim	F	1985	167	67	South Korea	KOR	2008 Summer	2008	Summer	Beijing	Handball	Handball Women's Handball	Bronze
Jennifer Song	F	1983	164	50	Canada	CAN	2008 Summer	2008	Summer	Beijing	Synchronized Swimming	Synchronized Swimming Women's Team	NA
Song Jong-Sun	F	1981	160	54	North Korea	PRK	2008 Summer	2008	Summer	Beijing	Football	Football Women's Football	NA
Song Kai	M	1984	196	85	China	CHN	2008 Summer	2008	Summer	Beijing	Rowing	Rowing Men's Coxless Fours	NA
Song Qingling	F	1986	174	69	China	CHN	2008 Summer	2008	Summer	Beijing	Hockey	Hockey Women's Hockey	Silver
Song Seung-Jun	M	1980	183	105	South Korea	KOR	2008 Summer	2008	Summer	Beijing	Baseball	Baseball Men's Baseball	Gold
Song Xiaoyun	F	1983	175	72	China	CHN	2008 Summer	2008	Summer	Beijing	Basketball	Basketball Women's Basketball	NA
Song Xiaqun	F	1978	173	61	China	CHN	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Women's Three Person Keelboat	NA
Song Yi	M	1981	178	77	China	CHN	2008 Summer	2008	Summer	Beijing	Hockey	Hockey Men's Hockey	NA
Franck Steve Songo'o	M	1987	178	80	Cameroon	CMR	2008 Summer	2008	Summer	Beijing	Football	Football Men's Football	NA
Rebecca Soni	F	1987	173	61	United States	USA	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 100 metres Breaststroke	Silver
Rebecca Soni	F	1987	173	61	United States	USA	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 200 metres Breaststroke	Gold
Rebecca Soni	F	1987	173	61	United States	USA	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 4 x 100 metres Medley Relay	Silver
Sonu Kyong-Sun	F	1984	165	59	North Korea	PRK	2008 Summer	2008	Summer	Beijing	Football	Football Women's Football	NA
Rondell Kelvin Sorillo	M	1986	178	62	Trinidad and Tobago	TTO	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 200 metres	NA
Slobodan Soro	M	1979	196	100	Serbia	SRB	2008 Summer	2008	Summer	Beijing	Water Polo	Water Polo Men's Water Polo	Bronze
Tetiana Heorhivna Sorochynska-Bilenko	F	1984	178	67	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	Table Tennis	Table Tennis Women's Singles	NA
Ildik Ss Zirigh	F	1977	176	67	Hungary	HUN	2008 Summer	2008	Summer	Beijing	Water Polo	Water Polo Women's Water Polo	NA
Jos Ernesto Sosa	M	1985	179	73	Argentina	ARG	2008 Summer	2008	Summer	Beijing	Football	Football Men's Football	Gold
Kelly Jade Sotherton	F	1977	178	66	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 4 x 400 metres Relay	NA
Kelly Jade Sotherton	F	1977	178	66	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's Heptathlon	NA
Yevhen Sotnykov	M	1981	195	138	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	Judo	Judo Men's Heavyweight	NA
Mara Jos Soto Gil	F	1978	170	61	Venezuela	VEN	2008 Summer	2008	Summer	Beijing	Softball	Softball Women's Softball	NA
scar Soto Carrillo	M	1983	178	71	Mexico	MEX	2008 Summer	2008	Summer	Beijing	Modern Pentathlon	Modern Pentathlon Men's Individual	NA
Tetsuya Sotomura	M	1985	165	60	Japan	JPN	2008 Summer	2008	Summer	Beijing	Trampolining	Trampolining Men's Individual	NA
Leonardo Sottani	M	1974	192	86	Italy	ITA	2008 Summer	2008	Summer	Beijing	Water Polo	Water Polo Men's Water Polo	NA
Sou Tit Linda	F	1990	163	57	Cambodia	CAM	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 100 metres	NA
Christoph Reinhold Soukup	M	1981	184	71	Austria	AUT	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Mountainbike, Cross-Country	NA
Assata Soulama	F	1979	170	57	Burkina Faso	BUR	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 400 metres Hurdles	NA
Mariama Souley Bana	F	1987	nan	nan	Niger	NIG	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 50 metres Freestyle	NA
Myriam Soumar	F	1987	167	57	France	FRA	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 4 x 100 metres Relay	NA
Rebecca Soumeru	F	1982	170	54	Netherlands	NED	2008 Summer	2008	Summer	Beijing	Softball	Softball Women's Softball	NA
Hamid Mohammad Sourian Reihanpour	M	1986	167	64	Iran	IRI	2008 Summer	2008	Summer	Beijing	Wrestling	Wrestling Men's Featherweight, Greco-Roman	NA
Bruno Bezerra de Menezes Souza	M	1977	199	98	Brazil	BRA	2008 Summer	2008	Summer	Beijing	Handball	Handball Men's Handball	NA
Joo Antonio de Albuquerque Souza	M	1984	183	79	Brazil	BRA	2008 Summer	2008	Summer	Beijing	Fencing	Fencing Men's Foil, Individual	NA
Las da Silva Souza	F	1989	156	47	Brazil	BRA	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Women's Individual All-Around	NA
Las da Silva Souza	F	1989	156	47	Brazil	BRA	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Women's Team All-Around	NA
Las da Silva Souza	F	1989	156	47	Brazil	BRA	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Women's Uneven Bars	NA
Las da Silva Souza	F	1989	156	47	Brazil	BRA	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Women's Balance Beam	NA
Nina Sovinek	F	1985	176	65	Slovenia	SLO	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 50 metres Freestyle	NA
Nina Sovinek	F	1985	176	65	Slovenia	SLO	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 100 metres Freestyle	NA
Daouda Demba Sow	M	1983	175	60	France	FRA	2008 Summer	2008	Summer	Beijing	Boxing	Boxing Men's Lightweight	Silver
Arkadiusz Rafa Sowa	M	1979	172	58	Poland	POL	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's Marathon	NA
Kasper Sndergaard Sarup	M	1981	195	95	Denmark	DEN	2008 Summer	2008	Summer	Beijing	Handball	Handball Men's Handball	NA
Amanda Srensen	F	1986	174	68	Denmark	DEN	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Women's BMX	NA
Chris Anker Srensen	M	1985	184	65	Denmark	DEN	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Road Race, Individual	NA
Chris Anker Srensen	M	1985	184	65	Denmark	DEN	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Individual Time Trial	NA
Nicki Srensen	M	1975	182	71	Denmark	DEN	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Road Race, Individual	NA
Else-Marthe Srlie Lybekk	F	1979	177	76	Norway	NOR	2008 Summer	2008	Summer	Beijing	Handball	Handball Women's Handball	Gold
Renata Fabiola Spagnolo	F	1989	173	62	Italy	ITA	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 4 x 200 metres Freestyle Relay	NA
Florian Spalteholz	M	1977	177	70	Germany	GER	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Mixed Multihull	NA
Ral-Roland Spank	M	1988	190	75	Germany	GER	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's High Jump	NA
Scott Spann, Jr.	M	1988	185	86	United States	USA	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 200 metres Breaststroke	NA
Vasileios Spanoulis	M	1983	192	88	Greece	GRE	2008 Summer	2008	Summer	Beijing	Basketball	Basketball Men's Basketball	NA
Ivana panovi	F	1990	176	65	Serbia	SRB	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's Long Jump	NA
Igor Igorevich Spasovkhodsky	M	1979	191	91	Russia	RUS	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's Triple Jump	NA
Wallace Spearmon, Jr.	M	1985	191	78	United States	USA	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 200 metres	NA
Yolande Speedy	F	1977	166	60	South Africa	RSA	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Women's Mountainbike, Cross-Country	NA
Bo Dybdal Spellerberg	M	1979	192	93	Denmark	DEN	2008 Summer	2008	Summer	Beijing	Handball	Handball Men's Handball	NA
Lansford Spence	M	1983	188	75	Jamaica	JAM	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 4 x 400 metres Relay	NA
Levern Donaline Spencer	F	1984	179	48	Saint Lucia	LCA	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's High Jump	NA
Austin Sperry	M	1978	185	102	United States	USA	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Men's Two Person Keelboat	NA
Denis pika	M	1989	179	86	Czech Republic	CZE	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Keirin	NA
Denis pika	M	1989	179	86	Czech Republic	CZE	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Team Sprint	NA
Silke Spiegelburg	F	1986	173	64	Germany	GER	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's Pole Vault	NA
Jrgen Spie	M	1984	175	105	Germany	GER	2008 Summer	2008	Summer	Beijing	Weightlifting	Weightlifting Men's Middle-Heavyweight	NA
Luka pik	M	1979	196	95	Slovenia	SLO	2008 Summer	2008	Summer	Beijing	Rowing	Rowing Men's Double Sculls	NA
Simon pilak	M	1986	177	68	Slovenia	SLO	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Road Race, Individual	NA
Simon pilak	M	1986	177	68	Slovenia	SLO	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Individual Time Trial	NA
Tnia Regina Spindler de Oliveira	F	1977	163	56	Brazil	BRA	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 20 kilometres Walk	NA
Nikolay Nikolayevich Spinev	M	1974	191	89	Russia	RUS	2008 Summer	2008	Summer	Beijing	Rowing	Rowing Men's Quadruple Sculls	NA
Matthew Thomas "Matt" Spiranovic	M	1988	192	85	Australia	AUS	2008 Summer	2008	Summer	Beijing	Football	Football Men's Football	NA
Evgenij "Eugen" Spiridonov	M	1982	164	61	Germany	GER	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Individual All-Around	NA
Evgenij "Eugen" Spiridonov	M	1982	164	61	Germany	GER	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Team All-Around	NA
Evgenij "Eugen" Spiridonov	M	1982	164	61	Germany	GER	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Floor Exercise	NA
Evgenij "Eugen" Spiridonov	M	1982	164	61	Germany	GER	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Parallel Bars	NA
Evgenij "Eugen" Spiridonov	M	1982	164	61	Germany	GER	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Horizontal Bar	NA
Evgenij "Eugen" Spiridonov	M	1982	164	61	Germany	GER	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Pommelled Horse	NA
Leonid Nikolayevich Spiridonov	M	1981	168	66	Kazakhstan	KAZ	2008 Summer	2008	Summer	Beijing	Wrestling	Wrestling Men's Welterweight, Freestyle	NA
Nicola Spirig Hug	F	1982	166	54	Switzerland	SUI	2008 Summer	2008	Summer	Beijing	Triathlon	Triathlon Women's Olympic Distance	NA
Svitlana Anatolivna Spiriukhova	F	1982	176	71	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	Rowing	Rowing Women's Quadruple Sculls	NA
Pawe Tadeusz Spisak	M	1982	176	68	Poland	POL	2008 Summer	2008	Summer	Beijing	Equestrianism	Equestrianism Mixed Three-Day Event, Individual	NA
Sabine Spitz	F	1972	167	60	Germany	GER	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Women's Mountainbike, Cross-Country	Gold
Johann "Hans" Spitzauer (-Mag)	M	1965	180	90	Austria	AUT	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Men's Two Person Keelboat	NA
Gemma Mary Spofforth	F	1988	183	85	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 100 metres Backstroke	NA
Gemma Mary Spofforth	F	1988	183	85	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 200 metres Backstroke	NA
Gemma Mary Spofforth	F	1988	183	85	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 4 x 100 metres Medley Relay	NA
Mark Spooner	M	1985	160	69	New Zealand	NZL	2008 Summer	2008	Summer	Beijing	Weightlifting	Weightlifting Men's Lightweight	NA
Jacob Spoonley	M	1987	185	85	New Zealand	NZL	2008 Summer	2008	Summer	Beijing	Football	Football Men's Football	NA
Barbora potkov	F	1981	182	80	Czech Republic	CZE	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's Javelin Throw	Gold
Artur Tomasz Spoowicz	M	1964	174	67	Poland	POL	2008 Summer	2008	Summer	Beijing	Equestrianism	Equestrianism Mixed Three-Day Event, Individual	NA
Goran prem	M	1979	183	85	Croatia	CRO	2008 Summer	2008	Summer	Beijing	Handball	Handball Men's Handball	NA
Christian David Sprenger	M	1986	196	92	Australia	AUS	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 100 metres Breaststroke	NA
Christian David Sprenger	M	1986	196	92	Australia	AUS	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 200 metres Breaststroke	NA
Christian David Sprenger	M	1986	196	92	Australia	AUS	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 4 x 100 metres Medley Relay	Silver
Nicholas Sprenger	M	1985	190	88	Australia	AUS	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 200 metres Freestyle	NA
Justin Edward Spring	M	1984	170	64	United States	USA	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Individual All-Around	NA
Justin Edward Spring	M	1984	170	64	United States	USA	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Team All-Around	Bronze
Justin Edward Spring	M	1984	170	64	United States	USA	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Floor Exercise	NA
Justin Edward Spring	M	1984	170	64	United States	USA	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Parallel Bars	NA
Justin Edward Spring	M	1984	170	64	United States	USA	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Horizontal Bar	NA
Justin Edward Spring	M	1984	170	64	United States	USA	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Rings	NA
Sasha Springer-Jones	F	1978	165	54	Trinidad and Tobago	TTO	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 100 metres	NA
Preeja Sreedharan	F	1982	152	47	India	IND	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 10,000 metres	NA
Anup Sridhar	M	1983	189	83	India	IND	2008 Summer	2008	Summer	Beijing	Badminton	Badminton Men's Singles	NA
Mohamed Sayed Mohamed Srour	M	1986	nan	nan	Egypt	EGY	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Individual All-Around	NA
Mohamed Sayed Mohamed Srour	M	1986	nan	nan	Egypt	EGY	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Floor Exercise	NA
Mohamed Sayed Mohamed Srour	M	1986	nan	nan	Egypt	EGY	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Parallel Bars	NA
Mohamed Sayed Mohamed Srour	M	1986	nan	nan	Egypt	EGY	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Horizontal Bar	NA
Mohamed Sayed Mohamed Srour	M	1986	nan	nan	Egypt	EGY	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Rings	NA
Mohamed Sayed Mohamed Srour	M	1986	nan	nan	Egypt	EGY	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Pommelled Horse	NA
Dexter Benedict St. Louis	M	1968	182	80	Trinidad and Tobago	TTO	2008 Summer	2008	Summer	Beijing	Table Tennis	Table Tennis Men's Singles	NA
Raphal Stacchiotti	M	1992	183	78	Luxembourg	LUX	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 200 metres Freestyle	NA
Andriy Volodymyrovych Stadnik	M	1982	171	66	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	Wrestling	Wrestling Men's Welterweight, Freestyle	Silver
Mariya Stadnik	F	1988	157	48	Azerbaijan	AZE	2008 Summer	2008	Summer	Beijing	Wrestling	Wrestling Women's Flyweight, Freestyle	Bronze
Oleksandra Oleksandrivna Stadniuk (-Shyshliuk-)	F	1980	170	58	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's Long Jump	NA
Jamie Alan Staff	M	1973	178	92	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Team Sprint	Gold
Cristina Stahl	F	1978	169	58	Romania	ROU	2008 Summer	2008	Summer	Beijing	Fencing	Fencing Women's Foil, Individual	NA
Thomas Alexander "Tom" Stallard	M	1979	193	90	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	Rowing	Rowing Men's Coxed Eights	Silver
Jannicke Stlstrm	F	1970	168	61	Norway	NOR	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Women's Windsurfer	NA
Mikhalis Stamatogiannis	M	1982	188	108	Greece	GRE	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's Shot Put	NA
Marko Yannik Stamm	M	1989	185	90	Germany	GER	2008 Summer	2008	Summer	Beijing	Water Polo	Water Polo Men's Water Polo	NA
Ioneia Stanca (Glc-)	F	1981	176	72	Romania	ROU	2008 Summer	2008	Summer	Beijing	Handball	Handball Women's Handball	NA
Przemysaw Staczyk	M	1985	183	78	Poland	POL	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 400 metres Freestyle	NA
Przemysaw Staczyk	M	1985	183	78	Poland	POL	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 4 x 200 metres Freestyle Relay	NA
